Date,Open,High,Low,Close,Change (Pips),Change (%)
Jun 08 2017 05:00,0.86904,0.86926,0.8687,0.86912,0.8,0.01%
Jun 08 2017 04:00,0.86862,0.86913,0.8684,0.86908,4.6,0.05%
Jun 08 2017 03:00,0.86902,0.86904,0.86863,0.86863,-3.9,-0.04%
Jun 08 2017 02:00,0.86827,0.869,0.86822,0.869,7.3,0.08%
Jun 08 2017 01:00,0.86804,0.86836,0.86788,0.86827,2.3,0.03%
Jun 08 2017 00:00,0.86826,0.86833,0.86778,0.86803,-2.3,-0.03%
Jun 07 2017 23:00,0.86895,0.86904,0.86824,0.86828,-6.7,-0.08%
Jun 07 2017 22:00,0.86864,0.86892,0.86842,0.86891,2.7,0.03%
Jun 07 2017 21:00,0.86866,0.86919,0.86799,0.86864,-0.2,0.00%
Jun 07 2017 20:00,0.86912,0.86934,0.86849,0.86851,-6.1,-0.07%
Jun 07 2017 19:00,0.86884,0.86923,0.86858,0.86907,2.3,0.03%
Jun 07 2017 18:00,0.86942,0.86979,0.86875,0.86887,-5.5,-0.06%
Jun 07 2017 17:00,0.87139,0.8716,0.86903,0.86937,-20.2,-0.23%
Jun 07 2017 16:00,0.8683,0.87144,0.86826,0.87137,30.7,0.35%
Jun 07 2017 15:00,0.86913,0.86913,0.86772,0.86834,-7.9,-0.09%
Jun 07 2017 14:00,0.86991,0.8705,0.86889,0.86914,-7.7,-0.09%
Jun 07 2017 13:00,0.8689,0.87063,0.86797,0.8699,10,0.11%
Jun 07 2017 12:00,0.8689,0.87013,0.86874,0.86893,0.3,0.00%
Jun 07 2017 11:00,0.86905,0.86967,0.86816,0.86891,-1.4,-0.02%
Jun 07 2017 10:00,0.87234,0.87238,0.86871,0.86904,-33,-0.38%
Jun 07 2017 09:00,0.87284,0.87324,0.87218,0.87237,-4.7,-0.05%
Jun 07 2017 08:00,0.87279,0.87358,0.8724,0.87285,0.6,0.01%
Jun 07 2017 07:00,0.87331,0.8735,0.87183,0.87277,-5.4,-0.06%
Jun 07 2017 06:00,0.87242,0.87364,0.87229,0.87329,8.7,0.10%
Jun 07 2017 05:00,0.87334,0.87334,0.87244,0.87245,-8.9,-0.10%
Jun 07 2017 04:00,0.87314,0.87335,0.87295,0.87331,1.7,0.02%
Jun 07 2017 03:00,0.8733,0.87343,0.87309,0.87318,-1.2,-0.01%
Jun 07 2017 02:00,0.87339,0.8734,0.87295,0.87325,-1.4,-0.02%
Jun 07 2017 01:00,0.87361,0.87362,0.87312,0.8734,-2.1,-0.02%
Jun 07 2017 00:00,0.87319,0.87364,0.8731,0.87361,4.2,0.05%
Jun 06 2017 23:00,0.87375,0.8739,0.87323,0.87323,-5.2,-0.06%
Jun 06 2017 22:00,0.87369,0.87402,0.87344,0.87371,0.2,0.00%
Jun 06 2017 21:00,0.87324,0.87389,0.8721,0.87369,4.5,0.05%
Jun 06 2017 20:00,0.87366,0.87382,0.87313,0.87349,-1.7,-0.02%
Jun 06 2017 19:00,0.87433,0.87441,0.87366,0.87373,-6,-0.07%
Jun 06 2017 18:00,0.87526,0.87531,0.87426,0.87427,-9.9,-0.11%
Jun 06 2017 17:00,0.8747,0.87552,0.87451,0.87529,5.9,0.07%
